timetable_id,stop_id,stop_sequence,stop_name,connected_routes
60,799974,16,Park Street at William Kelly Road,14/Stoughton via Brockton
60,799975,17,Park Street opposite Haynes Avem,14/Stoughton via Brockton
60,799977,18,Park Street across from Bobs Plaza,14/Stoughton via Brockton
60,799978,19,Park Street and Leach Street,14/Stoughton via Brockton
60,799979,20,Park Street and Sumner Street at Park Avenue,14/Stoughton via Brockton
60,799980,21,Park Street at Walnut (Library),14/Stoughton via Brockton
60,799981,22,Stoughton Centre,14/Stoughton via Brockton
60,799982,23,Washington Street at People's Savings Bank,14/Stoughton via Brockton
60,799983,24,Washington Street and Lincoln Street (Friendly's),14/Stoughton via Brockton
60,799984,25,Washington Street and Warren Avenue,14/Stoughton via Brockton
60,799985,26,472 Washington Street at Car wash,14/Stoughton via Brockton
60,799986,27,Washington Street at McDonalds-Dunkin Donuts,14/Stoughton via Brockton
60,799987,28,Central Street at 1st cemetery entrance,14/Stoughton via Brockton
60,799988,29,Central Street at Temple Ahavath Torah Congregation,14/Stoughton via Brockton
60,799989,30,Central Street and Pearl Street,14/Stoughton via Brockton
60,799990,31,Central Street and Commercial Street (Stoughton),14/Stoughton via Brockton
60,799991,32,Central Street at Simpson Street,14/Stoughton via Brockton
60,799992,33,Central Street at Station Street,14/Stoughton via Brockton
60,799993,34,Central Street at railroad crossing opposite Brooks,14/Stoughton via Brockton
60,799994,35,Central Street and Cushing Street (1595),14/Stoughton via Brockton
60,799995,36,Central Street and Forbes Road-Tosca Drive,14/Stoughton via Brockton
60,799996,37,Central Street across from Water Works,14/Stoughton via Brockton
60,799997,38,Helen Hansen School,14/Stoughton via Brockton
60,799998,39,Central Street at Mill Street,14/Stoughton via Brockton
60,799999,40,Stone Ends (Wheeler Circle),14/Stoughton via Brockton
60,800000,41,Central Street Apartments (Knollsbrook) Erin Road,14/Stoughton via Brockton
60,800001,42,2137 Central Street in front of complex ( D'Angelos),14/Stoughton via Brockton
60,800002,43,Sharon Street - West Stoughton Village Ethyl Way bat booth,14/Stoughton via Brockton
60,800003,44,128 Sharon Street across from Friendly's,14/Stoughton via Brockton
60,800004,45,Cobbs Corner,14/Stoughton via Brockton
61,799306,1,Veterans Hospital,3/VA Hospital via Belmont
61,799314,2,Belmont Street at VA Entrance,3/VA Hospital via Belmont
61,799315,3,Belmont St./Edinboro Ave.,3/VA Hospital via Belmont
61,799316,4,Belmont Street and Lorraine Avenue,3/VA Hospital via Belmont
61,799317,5,Belmont Street at Dunkin Donuts,3/VA Hospital via Belmont
61,799318,6,D'Angelos-CVS Plaza,3/VA Hospital via Belmont
61,799319,7,Brockton High School,3/VA Hospital via Belmont
61,799320,8,Torrey Street at Bat shelter,"3/VA Hospital via Belmont, 9/Pearl via W Elm & Torrey"
61,799321,9,Torrey Street and West Street,3/VA Hospital via Belmont
61,799322,10,Belmont Street at Bat Shelter,3/VA Hospital via Belmont
61,799323,11,Belmont Street at Fair grounds,3/VA Hospital via Belmont
61,799324,12,Belmont Street and Thurber Avenue,3/VA Hospital via Belmont
61,799325,13,Belmont Street and Ash Street,3/VA Hospital via Belmont
61,799326,14,Belmont Street and Manomet Street,3/VA Hospital via Belmont
61,799327,15,Belmont Street and Grafton Street,3/VA Hospital via Belmont
61,799328,16,Belmont Street and Minot Avenue,3/VA Hospital via Belmont
61,799329,17,Belmont Street and Newbury Street,3/VA Hospital via Belmont
61,799331,18,Belmont Street and Cottage Street,3/VA Hospital via Belmont
61,799332,19,Crescent Street and Maple Avenue,3/VA Hospital via Belmont
61,799333,20,Commercial Street and school Street,"3/VA Hospital via Belmont, 6/Massasoit via Crescent Street"
61,799334,21,Commercial Street Centre Street,"3/VA Hospital via Belmont, 6/Massasoit via Crescent Street"
61,799180,22,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
62,799306,1,Veterans Hospital,3/VA Hospital via Belmont
62,799314,2,Belmont Street at VA Entrance,3/VA Hospital via Belmont
62,799315,3,Belmont St./Edinboro Ave.,3/VA Hospital via Belmont
62,799316,4,Belmont Street and Lorraine Avenue,3/VA Hospital via Belmont
62,799317,5,Belmont Street at Dunkin Donuts,3/VA Hospital via Belmont
62,799318,6,D'Angelos-CVS Plaza,3/VA Hospital via Belmont
62,799319,7,Brockton High School,3/VA Hospital via Belmont
62,799320,8,Torrey Street at Bat shelter,"3/VA Hospital via Belmont, 9/Pearl via W Elm & Torrey"
62,799321,9,Torrey Street and West Street,3/VA Hospital via Belmont
62,799322,10,Belmont Street at Bat Shelter,3/VA Hospital via Belmont
62,799323,11,Belmont Street at Fair grounds,3/VA Hospital via Belmont
62,799324,12,Belmont Street and Thurber Avenue,3/VA Hospital via Belmont
62,799325,13,Belmont Street and Ash Street,3/VA Hospital via Belmont
62,799326,14,Belmont Street and Manomet Street,3/VA Hospital via Belmont
62,799327,15,Belmont Street and Grafton Street,3/VA Hospital via Belmont
62,799328,16,Belmont Street and Minot Avenue,3/VA Hospital via Belmont
62,799329,17,Belmont Street and Newbury Street,3/VA Hospital via Belmont
62,799331,18,Belmont Street and Cottage Street,3/VA Hospital via Belmont
62,799332,19,Crescent Street and Maple Avenue,3/VA Hospital via Belmont
62,799333,20,Commercial Street and school Street,"3/VA Hospital via Belmont, 6/Massasoit via Crescent Street"
62,799334,21,Commercial Street Centre Street,"3/VA Hospital via Belmont, 6/Massasoit via Crescent Street"
62,799180,22,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
63,799306,1,Veterans Hospital,3/VA Hospital via Belmont
63,799314,2,Belmont Street at VA Entrance,3/VA Hospital via Belmont
63,799315,3,Belmont St./Edinboro Ave.,3/VA Hospital via Belmont
63,799316,4,Belmont Street and Lorraine Avenue,3/VA Hospital via Belmont
63,799317,5,Belmont Street at Dunkin Donuts,3/VA Hospital via Belmont
63,799318,6,D'Angelos-CVS Plaza,3/VA Hospital via Belmont
63,799319,7,Brockton High School,3/VA Hospital via Belmont
63,799320,8,Torrey Street at Bat shelter,"3/VA Hospital via Belmont, 9/Pearl via W Elm & Torrey"
63,799321,9,Torrey Street and West Street,3/VA Hospital via Belmont
63,799322,10,Belmont Street at Bat Shelter,3/VA Hospital via Belmont
63,799323,11,Belmont Street at Fair grounds,3/VA Hospital via Belmont
63,799324,12,Belmont Street and Thurber Avenue,3/VA Hospital via Belmont
63,799325,13,Belmont Street and Ash Street,3/VA Hospital via Belmont
63,799326,14,Belmont Street and Manomet Street,3/VA Hospital via Belmont
63,799327,15,Belmont Street and Grafton Street,3/VA Hospital via Belmont
63,799328,16,Belmont Street and Minot Avenue,3/VA Hospital via Belmont
63,799329,17,Belmont Street and Newbury Street,3/VA Hospital via Belmont
63,799331,18,Belmont Street and Cottage Street,3/VA Hospital via Belmont
63,799332,19,Crescent Street and Maple Avenue,3/VA Hospital via Belmont
63,799333,20,Commercial Street and school Street,"3/VA Hospital via Belmont, 6/Massasoit via Crescent Street"
63,799334,21,Commercial Street Centre Street,"3/VA Hospital via Belmont, 6/Massasoit via Crescent Street"
63,799180,22,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
64,799180,1,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
64,799307,2,Legion Parkway and Main Street,"3/VA Hospital via Belmont, 8/Southfield via Warren & Plain Street"
64,799308,3,Legion Parkway and Warren Avenue,"3/VA Hospital via Belmont, 8/Southfield via Warren & Plain Street"
64,799309,4,Warren Avenue and W Elm Street,"3/VA Hospital via Belmont, 8/Southfield via Warren & Plain Street"
64,799289,5,Warren Avenue at Arnone School,3/VA Hospital via Belmont
64,799310,6,Belmont Street and Newbury Street,3/VA Hospital via Belmont
64,799311,7,Belmont Street and Wall Street,3/VA Hospital via Belmont
64,799312,8,Belmont Street and Minot Avenue,3/VA Hospital via Belmont
64,799290,9,Belmont Street and Elm Avenue,3/VA Hospital via Belmont
64,799291,10,Belmont street and Belmont Avenue,3/VA Hospital via Belmont
64,799292,11,Belmont Street and Ash Street,3/VA Hospital via Belmont
64,799293,12,Belmont Street and Moraine Street,3/VA Hospital via Belmont
64,799294,13,Belmont Street and Thurber Avenue,3/VA Hospital via Belmont
64,799295,14,Belmont Street and Kennleworth Avenue,3/VA Hospital via Belmont
64,799296,15,Torrey Street and Belmont Place,3/VA Hospital via Belmont
64,799297,16,Torrey Street and West Street,3/VA Hospital via Belmont
64,799298,17,West Street and Belmont Street,3/VA Hospital via Belmont
64,799299,18,Staples Office,3/VA Hospital via Belmont
64,799300,19,Shaws West Plaza,3/VA Hospital via Belmont
64,799301,20,Brockton High School,3/VA Hospital via Belmont
64,799302,21,Stop and Shop Plaza,3/VA Hospital via Belmont
64,799313,22,D'Angelos-CVS,3/VA Hospital via Belmont
64,799303,23,Belmont Street and Torrey Avenue,3/VA Hospital via Belmont
64,799304,24,Belmont Street and Lorraine Avenue,3/VA Hospital via Belmont
64,799305,25,Belmont St./Edinboro Ave.,3/VA Hospital via Belmont
64,799306,26,Veterans Hospital,3/VA Hospital via Belmont
65,799180,1,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
65,799307,2,Legion Parkway and Main Street,"3/VA Hospital via Belmont, 8/Southfield via Warren & Plain Street"
65,799308,3,Legion Parkway and Warren Avenue,"3/VA Hospital via Belmont, 8/Southfield via Warren & Plain Street"
65,799309,4,Warren Avenue and W Elm Street,"3/VA Hospital via Belmont, 8/Southfield via Warren & Plain Street"
65,799289,5,Warren Avenue at Arnone School,3/VA Hospital via Belmont
65,799310,6,Belmont Street and Newbury Street,3/VA Hospital via Belmont
65,799311,7,Belmont Street and Wall Street,3/VA Hospital via Belmont
65,799312,8,Belmont Street and Minot Avenue,3/VA Hospital via Belmont
65,799290,9,Belmont Street and Elm Avenue,3/VA Hospital via Belmont
65,799291,10,Belmont street and Belmont Avenue,3/VA Hospital via Belmont
65,799292,11,Belmont Street and Ash Street,3/VA Hospital via Belmont
65,799293,12,Belmont Street and Moraine Street,3/VA Hospital via Belmont
65,799294,13,Belmont Street and Thurber Avenue,3/VA Hospital via Belmont
65,799295,14,Belmont Street and Kennleworth Avenue,3/VA Hospital via Belmont
65,799296,15,Torrey Street and Belmont Place,3/VA Hospital via Belmont
65,799297,16,Torrey Street and West Street,3/VA Hospital via Belmont
65,799298,17,West Street and Belmont Street,3/VA Hospital via Belmont
65,799299,18,Staples Office,3/VA Hospital via Belmont
65,799300,19,Shaws West Plaza,3/VA Hospital via Belmont
65,799301,20,Brockton High School,3/VA Hospital via Belmont
65,799302,21,Stop and Shop Plaza,3/VA Hospital via Belmont
65,799313,22,D'Angelos-CVS,3/VA Hospital via Belmont
65,799303,23,Belmont Street and Torrey Avenue,3/VA Hospital via Belmont
65,799304,24,Belmont Street and Lorraine Avenue,3/VA Hospital via Belmont
65,799305,25,Belmont St./Edinboro Ave.,3/VA Hospital via Belmont
65,799306,26,Veterans Hospital,3/VA Hospital via Belmont
66,799180,1,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
66,799307,2,Legion Parkway and Main Street,"3/VA Hospital via Belmont, 8/Southfield via Warren & Plain Street"
66,799308,3,Legion Parkway and Warren Avenue,"3/VA Hospital via Belmont, 8/Southfield via Warren & Plain Street"
66,799309,4,Warren Avenue and W Elm Street,"3/VA Hospital via Belmont, 8/Southfield via Warren & Plain Street"
66,799289,5,Warren Avenue at Arnone School,3/VA Hospital via Belmont
66,799310,6,Belmont Street and Newbury Street,3/VA Hospital via Belmont
66,799311,7,Belmont Street and Wall Street,3/VA Hospital via Belmont
66,799312,8,Belmont Street and Minot Avenue,3/VA Hospital via Belmont
66,799290,9,Belmont Street and Elm Avenue,3/VA Hospital via Belmont
66,799291,10,Belmont street and Belmont Avenue,3/VA Hospital via Belmont
66,799292,11,Belmont Street and Ash Street,3/VA Hospital via Belmont
66,799293,12,Belmont Street and Moraine Street,3/VA Hospital via Belmont
66,799294,13,Belmont Street and Thurber Avenue,3/VA Hospital via Belmont
66,799295,14,Belmont Street and Kennleworth Avenue,3/VA Hospital via Belmont
66,799296,15,Torrey Street and Belmont Place,3/VA Hospital via Belmont
66,799297,16,Torrey Street and West Street,3/VA Hospital via Belmont
66,799298,17,West Street and Belmont Street,3/VA Hospital via Belmont
66,799299,18,Staples Office,3/VA Hospital via Belmont
66,799300,19,Shaws West Plaza,3/VA Hospital via Belmont
66,799301,20,Brockton High School,3/VA Hospital via Belmont
66,799302,21,Stop and Shop Plaza,3/VA Hospital via Belmont
66,799313,22,D'Angelos-CVS,3/VA Hospital via Belmont
66,799303,23,Belmont Street and Torrey Avenue,3/VA Hospital via Belmont
66,799304,24,Belmont Street and Lorraine Avenue,3/VA Hospital via Belmont
66,799305,25,Belmont St./Edinboro Ave.,3/VA Hospital via Belmont
66,799306,26,Veterans Hospital,3/VA Hospital via Belmont
67,799319,1,Brockton High School,3/VA Hospital via Belmont
67,799180,2,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
68,799180,1,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
68,799301,2,Brockton High School,3/VA Hospital via Belmont
69,799353,1,Westgate Mall,"13/Mini-Maller Westgate Mall, Brockton, 14/Stoughton via Brockton, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
69,799956,2,Campanelli Drive - AutoZone Warehouse,4A/Westgate Mall via N Warren
69,799854,3,Oak Street and Oak Lane,"13/Mini-Maller Westgate Mall, Brockton, 4A/Westgate Mall via N Warren"
69,799855,4,Oak Street at Fuller Art Museum,"13/Mini-Maller Westgate Mall, Brockton, 4A/Westgate Mall via N Warren"
69,799856,5,Oak Street and Belair Street,"13/Mini-Maller Westgate Mall, Brockton, 4A/Westgate Mall via N Warren"
69,799937,6,Oak Street and Oakridge Drive,4A/Westgate Mall via N Warren
69,799938,7,Oak Street across from Village Way,4A/Westgate Mall via N Warren
69,799939,8,N Warren Avenue Ext and Oak Street,4A/Westgate Mall via N Warren
69,799940,9,N Warren Ave ext at Kennedy Drive,4A/Westgate Mall via N Warren
69,799941,10,Battles Farm Drive at Rutland,4A/Westgate Mall via N Warren
69,799942,11,Battles Farm Drive at Rental Office,4A/Westgate Mall via N Warren
69,799943,12,N Warren Avenue at Richmond Street,4A/Westgate Mall via N Warren
69,799944,13,N Warren Avenue at Ford Street,4A/Westgate Mall via N Warren
69,799945,14,N Warren Avenue at Prospect Street,4A/Westgate Mall via N Warren
69,799946,15,N Warren Avenue at Milton Street,4A/Westgate Mall via N Warren
69,799947,16,N Warren Avenue across from Wyman Street,4A/Westgate Mall via N Warren
69,799948,17,N Warren Avenue at Spring Street,4A/Westgate Mall via N Warren
69,799386,18,Pleasant Street and Warren Avenue,"4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
69,799387,19,Warren Avenue and Highland Street,"4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
69,799388,20,Legion Parkway and Paddy Lane,"4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
69,799389,21,Legion Parkway and Main Street,"4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
69,799390,22,Centre Street and Montello Street,"2/S Plaza/Campello Via Main Street, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
69,799180,23,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
70,799353,1,Westgate Mall,"13/Mini-Maller Westgate Mall, Brockton, 14/Stoughton via Brockton, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
70,799956,2,Campanelli Drive - AutoZone Warehouse,4A/Westgate Mall via N Warren
70,799854,3,Oak Street and Oak Lane,"13/Mini-Maller Westgate Mall, Brockton, 4A/Westgate Mall via N Warren"
70,799855,4,Oak Street at Fuller Art Museum,"13/Mini-Maller Westgate Mall, Brockton, 4A/Westgate Mall via N Warren"
70,799856,5,Oak Street and Belair Street,"13/Mini-Maller Westgate Mall, Brockton, 4A/Westgate Mall via N Warren"
70,799937,6,Oak Street and Oakridge Drive,4A/Westgate Mall via N Warren
70,799938,7,Oak Street across from Village Way,4A/Westgate Mall via N Warren
70,799939,8,N Warren Avenue Ext and Oak Street,4A/Westgate Mall via N Warren
70,799940,9,N Warren Ave ext at Kennedy Drive,4A/Westgate Mall via N Warren
70,799941,10,Battles Farm Drive at Rutland,4A/Westgate Mall via N Warren
70,799942,11,Battles Farm Drive at Rental Office,4A/Westgate Mall via N Warren
70,799943,12,N Warren Avenue at Richmond Street,4A/Westgate Mall via N Warren
70,799944,13,N Warren Avenue at Ford Street,4A/Westgate Mall via N Warren
70,799945,14,N Warren Avenue at Prospect Street,4A/Westgate Mall via N Warren
70,799946,15,N Warren Avenue at Milton Street,4A/Westgate Mall via N Warren
70,799947,16,N Warren Avenue across from Wyman Street,4A/Westgate Mall via N Warren
70,799948,17,N Warren Avenue at Spring Street,4A/Westgate Mall via N Warren
70,799386,18,Pleasant Street and Warren Avenue,"4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
70,799387,19,Warren Avenue and Highland Street,"4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
70,799388,20,Legion Parkway and Paddy Lane,"4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
70,799389,21,Legion Parkway and Main Street,"4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
70,799390,22,Centre Street and Montello Street,"2/S Plaza/Campello Via Main Street, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
70,799180,23,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
71,799353,1,Westgate Mall,"13/Mini-Maller Westgate Mall, Brockton, 14/Stoughton via Brockton, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
71,799956,2,Campanelli Drive - AutoZone Warehouse,4A/Westgate Mall via N Warren
71,799854,3,Oak Street and Oak Lane,"13/Mini-Maller Westgate Mall, Brockton, 4A/Westgate Mall via N Warren"
71,799855,4,Oak Street at Fuller Art Museum,"13/Mini-Maller Westgate Mall, Brockton, 4A/Westgate Mall via N Warren"
71,799856,5,Oak Street and Belair Street,"13/Mini-Maller Westgate Mall, Brockton, 4A/Westgate Mall via N Warren"
71,799937,6,Oak Street and Oakridge Drive,4A/Westgate Mall via N Warren
71,799938,7,Oak Street across from Village Way,4A/Westgate Mall via N Warren
71,799939,8,N Warren Avenue Ext and Oak Street,4A/Westgate Mall via N Warren
71,799940,9,N Warren Ave ext at Kennedy Drive,4A/Westgate Mall via N Warren
71,799941,10,Battles Farm Drive at Rutland,4A/Westgate Mall via N Warren
71,799942,11,Battles Farm Drive at Rental Office,4A/Westgate Mall via N Warren
71,799943,12,N Warren Avenue at Richmond Street,4A/Westgate Mall via N Warren
71,799944,13,N Warren Avenue at Ford Street,4A/Westgate Mall via N Warren
71,799945,14,N Warren Avenue at Prospect Street,4A/Westgate Mall via N Warren
71,799946,15,N Warren Avenue at Milton Street,4A/Westgate Mall via N Warren
71,799947,16,N Warren Avenue across from Wyman Street,4A/Westgate Mall via N Warren
71,799948,17,N Warren Avenue at Spring Street,4A/Westgate Mall via N Warren
71,799386,18,Pleasant Street and Warren Avenue,"4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
71,799387,19,Warren Avenue and Highland Street,"4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
71,799388,20,Legion Parkway and Paddy Lane,"4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
71,799389,21,Legion Parkway and Main Street,"4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
71,799390,22,Centre Street and Montello Street,"2/S Plaza/Campello Via Main Street, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
71,799180,23,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
72,799180,1,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
72,799913,2,N Main Street and Court Street,4A/Westgate Mall via N Warren
72,799914,3,Spring Street and N Main Street,4A/Westgate Mall via N Warren
72,799915,4,Spring Street and Walnut Street,4A/Westgate Mall via N Warren
72,799916,5,N Warren Avenue and Spring Street,4A/Westgate Mall via N Warren
72,799917,6,N Warren Avenue and Wyman Street,4A/Westgate Mall via N Warren
72,799918,7,N Warren Avenue and Walnut Avenue,4A/Westgate Mall via N Warren
72,799919,8,N Warren Avenue and Prospect Street,4A/Westgate Mall via N Warren
72,799920,9,N Warren Avenue and Hunnington Street,4A/Westgate Mall via N Warren
72,799921,10,N Warren Avenue and Ford Street,4A/Westgate Mall via N Warren
72,799922,11,N Warren Avenue and Richmond Street,4A/Westgate Mall via N Warren
72,799923,12,N Warren Avenue and Battles Street,4A/Westgate Mall via N Warren
72,799924,13,Battles Farm Drive,4A/Westgate Mall via N Warren
72,799925,14,Battles Farm Drive and T intersection,4A/Westgate Mall via N Warren
72,799926,15,N Warren Ave Ext and Kennedy Drive,4A/Westgate Mall via N Warren
72,799927,16,N Warren Avenue Ext. and Oak Street,4A/Westgate Mall via N Warren
72,799928,17,Fairway Oaks and Oak Street,4A/Westgate Mall via N Warren
72,799929,18,Oak Street and Colantha Avenue,4A/Westgate Mall via N Warren
72,799930,19,DW Field Golf Course,4A/Westgate Mall via N Warren
72,799931,20,Fuller Art Museum,4A/Westgate Mall via N Warren
72,799932,21,Greek Orthodox Church,4A/Westgate Mall via N Warren
72,799933,22,Oak Street and Catham West Drive,4A/Westgate Mall via N Warren
72,799934,23,Campanelli Drive and Oak Street,4A/Westgate Mall via N Warren
72,799935,24,Campanelli Drive at Auto Zone Warehouse,4A/Westgate Mall via N Warren
72,799936,25,Westgate Drive Dentist Building,4A/Westgate Mall via N Warren
72,799353,26,Westgate Mall,"13/Mini-Maller Westgate Mall, Brockton, 14/Stoughton via Brockton, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
73,799180,1,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
73,799913,2,N Main Street and Court Street,4A/Westgate Mall via N Warren
73,799914,3,Spring Street and N Main Street,4A/Westgate Mall via N Warren
73,799915,4,Spring Street and Walnut Street,4A/Westgate Mall via N Warren
73,799916,5,N Warren Avenue and Spring Street,4A/Westgate Mall via N Warren
73,799917,6,N Warren Avenue and Wyman Street,4A/Westgate Mall via N Warren
73,799918,7,N Warren Avenue and Walnut Avenue,4A/Westgate Mall via N Warren
73,799919,8,N Warren Avenue and Prospect Street,4A/Westgate Mall via N Warren
73,799920,9,N Warren Avenue and Hunnington Street,4A/Westgate Mall via N Warren
